,index,contributor_uuid,topic_name,blank,start_pos_adjusted,end_pos_adjusted,cumulative
509,u509,c386e6,1,,33642,33743,36505
510,u510,c386e6,1,,33743,33745,36505
511,u511,c386e6,1,,34229,34238,36505
512,u512,c386e6,1,,35534,35596,36505
513,u513,c386e6,1,,35740,35836,36505
514,u514,c386e6,1,,34586,34804,36505
515,u515,c386e6,1,,35126,35289,36505
516,u516,c386e6,1,,34982,35121,36505
517,u517,c386e6,1,,34808,34979,36505
518,u518,c386e6,1,,35864,36183,36505
519,u519,c386e6,1,,35584,35620,36505
520,u520,bbe329,1,,32870,32892,36505
521,u521,bbe329,1,,32893,32997,36505
522,u522,bbe329,1,,33266,33333,36505
523,u523,bbe329,1,,33434,33609,36505
524,u524,bbe329,1,,33642,33743,36505
525,u525,bbe329,1,,35740,35861,36505
526,u526,bbe329,1,,34671,34681,36505
527,u527,bbe329,1,,34616,34669,36505
528,u528,bbe329,1,,34683,34804,36505
529,u529,bbe329,1,,34808,35121,36505
530,u530,bbe329,1,,35126,35289,36505
531,u531,bbe329,1,,35666,35734,36505
532,u532,bbe329,1,,35868,36183,36505
533,u533,bbe329,1,,35599,35620,36505
534,u534,bbe329,1,,35584,35596,36505
535,u535,bbe329,1,,36754,36815,38529
536,u536,bbe329,1,,36819,37157,38529
537,u537,bbe329,1,,37249,37423,38529
538,u538,bbe329,1,,37528,37813,38529
539,u539,bbe329,1,,38004,38243,38529
540,u540,bbe329,1,,38283,38476,38529
541,u541,c386e6,1,,36599,36806,38529
542,u542,c386e6,1,,36819,36919,38529
543,u543,c386e6,1,,36986,37095,38529
544,u544,c386e6,1,,37249,37423,38529
545,u545,c386e6,1,,37528,37660,38529
546,u546,c386e6,1,,37664,37813,38529
547,u547,c386e6,1,,38004,38077,38529
548,u548,c386e6,1,,38283,38476,38529
549,u549,41a6c6,1,,36599,36815,38529
550,u550,41a6c6,1,,36819,36981,38529
551,u551,41a6c6,1,,36986,37095,38529
552,u552,41a6c6,1,,37249,37423,38529
553,u553,41a6c6,1,,37664,37813,38529
554,u554,41a6c6,1,,37528,37660,38529
555,u555,41a6c6,1,,38004,38077,38529
556,u556,41a6c6,1,,38283,38476,38529
